word,speaking,writing,pronunciation,pronunciation_us,pronunciation_uk
mouth,S2,W1,,maʊθ,maʊð
move,S2,W1,muːv,,
movement,S1,W1,,ˈmuːvmənt,ˈmuːvm(ə)nt
movie,S1,W2,ˈmuːvɪ,,
mud,S3,,mʌd,,
mum,S1,W2,mʌm,,
mummy,S1,,ˈmʌmɪ,,
murder,S3,W2,,ˈmɜːrdər,ˈmɜːdə
muscle,S2,W3,,ˈmʌsl,ˈmʌs(ə)l
museum,S3,W2,,mjʊˈziːəm,mjuːˈzɪəm
mushroom,S3,,,ˈmʌʃrʊm,ˈmʌʃruːm
music,S1,W1,ˈmjuːzɪk,,
mystery,,W3,,ˈmɪstrɪ,ˈmɪst(ə)rɪ
nail,S3,,neɪl,,
name,S1,W1,neɪm,,
nation,S3,W2,,ˈneɪʃn,ˈneɪʃ(ə)n
nature,S1,W1,,ˈneɪtʃər,ˈneɪtʃə
neck,S2,W2,nek,,
need,S1,W1,niːd,,
negotiation,S3,W2,,nɪˌɡəʊʃɪˈeɪʃn,nɪɡəʊʃɪˈeɪʃ(ə)n
neighbour,S2,W2,,ˈneɪbər,ˈneɪbə
neighbourhood,S3,W3,,ˈneɪbərhʊd,ˈneɪbəhʊd
nerve,S3,W3,,nɜːrv,nɜːv
net,,W3,net,,
network,S3,W2,,ˈnetwɜːrk,ˈnetwɜːk
news,S1,W1,,nuːz,njuːz
newspaper,S2,W2,,ˈnuːzpeɪpər,ˈnjuːzpeɪpə
night,S1,W1,naɪt,,
nil,S3,,nɪl,,
noise,S2,W2,nɔɪz,,
nonsense,S3,,,ˈnɑːnsens,ˈnɒns(ə)ns
north,S1,W2,,nɔːrθ,nɔːθ
nose,S2,W2,nəʊz,,
note,S1,W1,nəʊt,,
notice,S2,W2,ˈnəʊtɪs,,
notion,,W3,,ˈnəʊʃn,ˈnəʊʃ(ə)n
novel,,W3,,ˈnɑːvl,ˈnɒv(ə)l
nuisance,S3,,,ˈnuːsns,ˈnjuːs(ə)ns
number,S1,W1,,ˈnʌmbər,ˈnʌmbə
nurse,S2,W3,,nɜːrs,nɜːs
nut,S3,,nʌt,,
object,S3,W2,,ˈɒbdʒekt (strong)/ˈɒbdʒɪkt (weak),əbˈdʒekt
objection,S3,,,əbˈdʒekʃn,əbˈdʒekʃ(ə)n
objective,S3,W3,əbˈdʒektɪv,,
obligation,,W3,,ˌɑːblɪˈɡeɪʃn,ɒblɪˈɡeɪʃ(ə)n
observation,,W3,,ˌɑːbzərˈveɪʃn,ɒbzəˈveɪʃ(ə)n
occasion,S1,W2,,əˈkeɪʒn,əˈkeɪʒ(ə)n
occupation,S3,W3,,ˌɑːkjʊˈpeɪʃn,ɒkjʊˈpeɪʃ(ə)n
ocean,S3,W2,,ˈəʊʃn,ˈəʊʃ(ə)n
odds,S3,,,ɑːdz,ɒdz
offence,S3,W2,əˈfens,,
offer,S2,W1,,ˈɔːfər,ˈɒfə
office,S1,W1,,ˈɔːfɪs,ˈɒfɪs
officer,S1,W1,,ˈɔːfɪsər,ˈɒfɪsə
official,S3,W1,,əˈfɪʃl,əˈfɪʃ(ə)l
oil,S2,W1,ɔɪl,,
onion,S3,,ˈʌnjən,,
opening,S3,,,ˈəʊpnɪŋ,ˈəʊp(ə)nɪŋ
operation,S1,W1,,ˌɑːpəˈreɪʃn,ɒpəˈreɪʃ(ə)n
operator,,W3,,ˈɑːpəreɪtər,ˈɒpəreɪtə
opinion,S1,W2,əˈpɪnjən,,
opponent,,W3,əˈpəʊnənt,,
opportunity,S1,W1,,ˌɑːpərˈtuːnətɪ,ɒpəˈtjuːnɪtɪ
opposition,S3,W2,,ˌɑːpəˈzɪʃn,ɒpəˈzɪʃ(ə)n
option,S1,W2,,ˈɑːpʃn,ˈɒpʃ(ə)n
orange,S3,,,ˈɔːrɪndʒ,ˈɒrɪn(d)ʒ
order,S1,W1,,ˈɔːrdər,ˈɔːdə
organ,,W3,,ˈɔːrɡən,ˈɔːɡ(ə)n
organization,S2,W1,,ˌɔːrɡənəˈzeɪʃn,ɔːɡ(ə)naɪˈzeɪʃ(ə)n
origin,,W2,,ˈɔːrɪdʒɪn,ˈɒrɪdʒɪn
ounce,S3,,aʊns,,
outcome,,W3,ˈaʊtkʌm,,
output,,W2,ˈaʊtpʊt,,
outside,S3,,ˌaʊtˈsaɪd,,
oven,S3,,,ˈʌvn,ˈʌvən
overtime,S3,,,ˈəʊvərtaɪm,ˈəʊvətaɪm
owner,S2,W2,,ˈəʊnər,ˈəʊnə
ownership,,W3,,ˈəʊnərʃɪp,ˈəʊnəʃɪp
pace,,W3,peɪs,,
pack,S2,W3,pæk,,
package,S2,W2,ˈpækɪdʒ,,
packet,S2,,ˈpækɪt,,
pad,S3,,pæd,,
page,S1,W1,peɪdʒ,,
pain,S2,W2,peɪn,,
paint,S2,W2,peɪnt,,
painting,S3,W2,ˈpeɪntɪŋ,,
pair,S2,W2,,per,peə
palace,,W3,,ˈpæləs,ˈpælɪs
pan,S3,W3,pæn,,
panel,S1,W2,,ˈpænl,ˈpæn(ə)l
panic,S3,,ˈpænɪk,,
pants,S3,,,pænts,pæn(t)s
paper,S1,W1,,ˈpeɪpər,ˈpeɪpə
parcel,S3,,,ˈpɑːrsl,ˈpɑːs(ə)l
parent,S1,W1,,ˈperənt,ˈpeər(ə)nt
park,S1,W2,,pɑːrk,pɑːk
parking,S3,,,ˈpɑrkɪŋ,ˈpɑːkɪŋ
parliament,,W2,,ˈpɑːrləmənt,ˈpɑːləm(ə)nt
part,S1,W1,,pɑːrt,pɑːt
partner,S2,W2,,ˈpɑːrtnər,ˈpɑːtnə
partnership,,W3,,ˈpɑːrtnərʃɪp,ˈpɑːtnəʃɪp
party,S1,W1,,ˈpɑːrtɪ,ˈpɑːtɪ
pass,S2,W3,,pæs,pɑːs
passage,,W2,ˈpæsɪdʒ,,
passenger,S3,W2,,ˈpæsɪndʒər,ˈpæsɪndʒə
passion,,W3,,ˈpæʃn,ˈpæʃ(ə)n
past,S1,W2,,pæst,pɑːst
path,S2,W2,,pæθ,pɑːθ
patience,S3,,,ˈpeɪʃns,ˈpeɪʃ(ə)ns
patient,S2,W1,,ˈpeɪʃnt,ˈpeɪʃ(ə)nt
pattern,S2,W1,,ˈpætərn,ˈpæt(ə)n
pay,S1,W2,peɪ,,
payment,S2,W1,,ˈpeɪmənt,ˈpeɪm(ə)nt
peace,S2,W2,piːs,,
peak,,W3,piːk,,
pen,S2,,pen,,
penalty,,W3,,ˈpenəltɪ,ˈpen(ə)ltɪ
pencil,S2,,,ˈpensl,ˈpens(ə)l
penny,S1,,ˈpenɪ,,
pension,S2,W2,,ˈpenʃn,ˈpenʃ(ə)n
people,S1,W1,,ˈpiːpl,ˈpiːp(ə)l
pepper,S3,,,ˈpepər,ˈpepə
percent,S3,W2,,pərˈsent,pəˈsent
percentage,,W3,,pərˈsentɪdʒ,pəˈsentɪdʒ
perception,,W3,,pərˈsepʃn,pəˈsepʃ(ə)n
performance,S2,W1,,pərˈfɔːrməns,pəˈfɔːm(ə)ns
period,S1,W1,,ˈpɪrɪəd,ˈpɪərɪəd
permission,S2,W3,,pərˈmɪʃn,pəˈmɪʃ(ə)n
person,S1,W1,,ˈpɜːrsn,ˈpɜːsn
personality,S3,W3,,ˌpɜːrsəˈnælətɪ,pɜːsəˈnælɪtɪ
personnel,,W3,,ˌpɜːrsəˈnel,pɜːsəˈnel
perspective,,W3,,pərˈspektɪv,pəˈspektɪv
petrol,S3,,,ˈpetrəl,ˈpetr(ə)l
phase,,W2,feɪz,,
philosophy,,W3,,fəˈlɑːsəfɪ,fɪˈlɒsəfɪ
phone,S1,W2,fəʊn,,
photo,S3,W3,ˈfəʊtəʊ,,
photocopy,S3,W3,,ˈfəʊtəʊkɑːpɪ,ˈfəʊtəʊkɒpɪ
photograph,S2,W2,,ˈfəʊtəɡræf,ˈfəʊtəɡrɑːf
phrase,S3,W3,freɪz,,
physics,S3,,ˈfɪzɪks,,
piano,S3,,pɪˈænəʊ,,
picture,S1,W1,,ˈpɪktʃər,ˈpɪktʃə
pie,S2,,paɪ,,
piece,S1,W1,piːs,,
pig,S2,,pɪɡ,,
pile,S2,,paɪl,,
pill,S3,,pɪl,,
pilot,,W3,ˈpaɪlət,,
pin,S3,,pɪn,,
pint,S2,,paɪnt,,
pipe,S2,W3,paɪp,,
pitch,S3,W3,pɪtʃ,,
pity,S3,,ˈpɪtɪ,,
pizza,S2,,ˈpiːtsə,,
place,S1,W1,pleɪs,,
plan,S1,W1,plæn,,
plane,S2,W2,pleɪn,,
planet,,W3,ˈplænɪt,,
plant,S2,W1,,plænt,plɑːnt
plastic,S2,W2,ˈplæstɪk,,
plate,S2,W2,pleɪt,,
platform,S3,W3,,ˈplætfɔːrm,ˈplætfɔːm
play,S1,W2,pleɪ,,
player,S2,W1,,ˈpleɪər,ˈpleɪə
pleasure,S2,W2,,ˈpleʒər,ˈpleʒə
plot,,W3,,plɑːt,plɒt
plug,S3,,plʌɡ,,
pocket,S2,W2,,ˈpɑːkɪt,ˈpɒkɪt
poem,S3,W3,,ˈpəʊəm,ˈpəʊɪm
poet,,W3,,ˈpəʊət,ˈpəʊɪt
poetry,,W3,,ˈpəʊətrɪ,ˈpəʊɪtrɪ
point,S1,W1,pɔɪnt,,
pole,,W3,pəʊl,,
police,S1,W1,pəˈliːs,,
policeman,S2,W3,pəˈliːsmən,,
policy,S3,W1,,ˈpɑːləsɪ,ˈpɒləsɪ
politician,,W2,,ˌpɑːləˈtɪʃn,pɒlɪˈtɪʃ(ə)n
politics,S2,W2,,ˈpɑːlətɪks,ˈpɒlɪtɪks
poll,,W3,pəʊl,,
pollution,,W2,,pəˈluːʃn,pəˈluːʃ(ə)n
pond,S3,,,pɑːnd,pɒnd
pool,S2,W2,puːl,,
pop,S3,W3,,pɑːp,pɒp
population,S2,W1,,ˌpɑːpjʊˈleɪʃn,pɒpjʊˈleɪʃ(ə)n
port,,W2,,pɔːrt,pɔːt
position,S1,W1,,pəˈzɪʃn,pəˈzɪʃ(ə)n
possession,,W3,,pəˈzeʃn,pəˈzeʃ(ə)n
possibility,S2,W2,,ˌpɑːsəˈbɪlətɪ,ˌpɒsɪˈbɪlɪtɪ
post,S2,W2,pəʊst,,
post office,S3,,,,
poster,S3,,,ˈpəʊstər,ˈpəʊstə
pot,S2,W3,,pɑːt,pɒt
potato,S2,,pəˈteɪtəʊ,,
potential,,W3,,pəˈtenʃl,pə(ʊ)ˈtenʃ(ə)l
pound,S1,W2,paʊnd,,
poverty,,W3,,ˈpɑːvərtɪ,ˈpɒvətɪ
power,S1,W1,,ˈpaʊər,ˈpaʊə
practice,S2,W1,ˈpræktɪs,,
praise,,W3,preɪz,,
prayer,S3,W3,,prer,preə
preference,,W3,,ˈprefrəns,ˈpref(ə)r(ə)ns
premise,,W3,ˈpremɪs,,
preparation,S3,W3,,ˌprepəˈreɪʃn,ˌprepəˈreɪʃ(ə)n
presence,S3,W2,,ˈprezns,ˈprez(ə)ns
present,S2,W3,,ˈpreznt,ˈprez(ə)nt
presentation,S2,W3,,ˌpriːzenˈteɪʃn,prez(ə)nˈteɪʃ(ə)n
president,S2,W2,ˈprezɪdənt,,
press,S2,W2,pres,,
pressure,S1,W1,,ˈpreʃər,ˈpreʃə
price,S1,W1,praɪs,,
pride,S3,W3,praɪd,,
priest,,W3,priːst,,
prince,,W3,prɪns,,
princess,,W3,ˌprɪnˈses,,
principle,S2,W1,,ˈprɪnsəpl,ˈprɪnsɪp(ə)l
print,,W3,prɪnt,,
printer,S3,W3,,ˈprɪntər,ˈprɪntə
priority,S2,W2,,praɪˈɔːrətɪ,praɪˈɒrɪtɪ
prison,S2,W2,,ˈprɪzn,ˈprɪz(ə)n
prisoner,S3,W2,,ˈprɪznər,ˈprɪz(ə)nə
privilege,,W3,,ˈprɪvəlɪdʒ,ˈprɪvɪlɪdʒ
prize,S2,W2,praɪz,,
problem,S1,W1,,ˈprɑːbləm,ˈprɒbləm
procedure,S2,W2,,prəˈsiːdʒər,prəˈsiːdʒə
proceeding,,W2,prəˈsiːdɪŋ,,
process,S1,W1,,ˈprɑːses,ˈprəʊses
producer,,W3,,prəˈduːsər,prəˈdjuːsə
product,S1,W1,,ˈprɑːdʌkt,ˈprɒdʌkt
production,S1,W1,,prəˈdʌkʃn,prəˈdʌkʃ(ə)n
profession,,W3,,prəˈfeʃn,prəˈfeʃ(ə)n
professional,,W3,,prəˈfeʃənl,prəˈfeʃ(ə)n(ə)l
professor,S3,W3,,prəˈfesər,prəˈfesə
profile,,W3,ˈprəʊfaɪl,,
profit,S1,W1,,ˈprɑːfɪt,ˈprɒfɪt
program,,W1,ˈprəʊɡræm,,
programme,S1,W1,ˈprəʊɡræm,,
progress,S2,W2,,ˈprɑːɡres (strong)/ˈprəʊɡres (weak),prəˈɡres
project,S1,W1,,ˈprɑːdʒekt (strong)/ˈprɒdʒekt (weak),prəˈdʒekt
promise,S3,W2,,ˈprɑːmɪs,ˈprɒmɪs
promotion,S3,W3,prəˈməʊʃn,,
proof,S3,W3,pruːf,,
property,S2,W1,,ˈprɑːpərtɪ,ˈprɒpətɪ
proportion,S2,W2,,prəˈpɔːrʃn,prəˈpɔːʃ(ə)n
proposal,S2,W1,,prəˈpəʊzl,prəˈpəʊz(ə)l
prosecution,,W3,,ˌprɑːsɪˈkjuːʃn,prɒsɪˈkjuːʃ(ə)n
prospect,,W2,,ˈprɑːspekt,ˈprɒspekt
protection,S2,W2,,prəˈtekʃn,prəˈtekʃ(ə)n
protest,,W3,,prəˈtest,ˈprəʊtest
provision,S3,W1,,prəˈvɪʒn,prəˈvɪʒ(ə)n
psychology,,W3,,saɪˈkɑːlədʒɪ,saɪˈkɒlədʒɪ
pub,S2,W3,pʌb,,
public,S2,W2,ˈpʌblɪk,,
publication,,W2,,ˌpʌblɪˈkeɪʃn,ˌpʌblɪˈkeɪʃ(ə)n
publicity,S3,W3,,pʌbˈlɪsətɪ,pʌbˈlɪsɪtɪ
publisher,,W3,,ˈpʌblɪʃər,ˈpʌblɪʃə
pudding,S3,,ˈpʊdɪŋ,,
punishment,,W3,,ˈpʌnɪʃmənt,ˈpʌnɪʃm(ə)nt
pupil,S2,W1,,ˈpjuːpl,ˈpjuːpɪl
purchase,,W3,,ˈpɜːrtʃəs,ˈpɜːtʃɪs
purpose,S2,W2,,ˈpɜːrpəs,ˈpɜːpəs
purse,S3,,,pɜːrs,pɜːs
qualification,,W3,,ˌkwɑːlɪfɪˈkeɪʃn,ˌkwɒlɪfɪˈkeɪʃ(ə)n
quality,S1,W1,,ˈkwɑːlətɪ,ˈkwɒlɪtɪ
quantity,S3,W2,,ˈkwɑːntətɪ,ˈkwɒntɪtɪ
quarter,S1,W2,,ˈkwɔːrtər,ˈk(w)ɔːtə
queen,S2,W2,kwiːn,,
question,S1,W1,,ˈkwestʃən,ˈkwestʃ(ə)n
queue,S3,,kjuː,,
quid,S2,,kwɪd,,
quote,S2,,kwəʊt,,
race,S2,W2,reɪs,,
racing,S3,,ˈreɪsɪŋ,,
radio,S1,W2,ˈreɪdɪəʊ,,
rail,S2,W2,reɪl,,
railway,S2,W2,ˈreɪlweɪ,,
rain,S2,W2,reɪn,,
range,S1,W1,,reɪndʒ,reɪn(d)ʒ
rank,,W3,ræŋk,,
rate,S1,W1,reɪt,,
ratio,,W3,ˈreɪʃɪəʊ,,
reaction,S2,W2,,rɪˈækʃn,rɪˈækʃ(ə)n
reader,S3,W2,,ˈriːdər,ˈriːdə
reading,,W2,ˈriːdɪŋ,,
reality,S2,W2,,rɪˈælətɪ,rɪˈælɪtɪ
reason,S1,W1,,ˈriːzn,ˈriːz(ə)n
receipt,S2,,rɪˈsiːt,,
reception,,W3,,rɪˈsepʃn,rɪˈsepʃ(ə)n
recipe,S3,,,ˈresəpɪ,ˈresɪpɪ
recognition,S3,W2,,ˌrekəɡˈnɪʃn,rekəɡˈnɪʃ(ə)n
recommendation,S3,W3,,ˌrekəmenˈdeɪʃn,ˌrekəmenˈdeɪʃ(ə)n
record,S1,W1,,ˈrekərd (strong)/ˈrekɔːd (weak),rɪˈkɔːrd (strong)/rɪˈkɔːd (weak)
recording,,W3,,rɪˈkɔːrdɪŋ,rɪˈkɔːdɪŋ
recovery,,W3,,rɪˈkʌvərɪ,rɪˈkʌv(ə)rɪ
reduction,S3,W2,,rɪˈdʌkʃn,rɪˈdʌkʃ(ə)n
reference,S2,W1,,ˈrefrəns,ˈref(ə)r(ə)ns
reflection,,W3,,rɪˈflekʃn,rɪˈflekʃ(ə)n
reform,,W2,,rɪˈfɔːrm,rɪˈfɔːm
refrigerator,S3,,,rɪˈfrɪdʒəreɪtər,rɪˈfrɪdʒəreɪtə
regard,S3,,,rɪˈɡɑːrd,rɪˈɡɑːd
regime,,W2,reɪˈʒiːm,,
region,S1,W1,,ˈriːdʒən,ˈriːdʒ(ə)n
registration,S3,,,ˌredʒɪˈstreɪʃn,redʒɪˈstreɪʃ(ə)n
regulation,S2,W2,,ˌreɡjʊˈleɪʃn,reɡjʊˈleɪʃ(ə)n
relation,S2,W1,,rɪˈleɪʃn,rɪˈleɪʃ(ə)n
relationship,S1,W1,,rɪˈleɪʃnʃɪp,rɪˈleɪʃ(ə)nʃɪp
relative,S3,W3,ˈrelətɪv,,
release,S3,W2,rɪˈliːs,,
relief,S2,W2,rɪˈliːf,,
religion,S2,W2,,rɪˈlɪdʒən,rɪˈlɪdʒ(ə)n
remains,,W3,rɪˈmeɪnz,,
remark,,W3,,rɪˈmɑːrk,rɪˈmɑːk
rent,S2,W3,rent,,
repair,,W3,,rɪˈper,rɪˈpeə
replacement,,W3,,rɪˈpleɪsmənt,rɪˈpleɪsm(ə)nt
reply,S3,W3,rɪˈplaɪ,,
report,S2,W1,,rɪˈpɔːrt,rɪˈpɔːt
reporter,S3,,,rɪˈpɔːrtər,rɪˈpɔːtə
representation,S3,W2,,ˌreprɪzenˈteɪʃn,ˌreprɪzenˈteɪʃ(ə)n
representative,S3,W2,,ˌreprɪˈzentətɪv,reprɪˈzentətɪv
republic,,W2,rɪˈpʌblɪk,,
reputation,,W3,,ˌrepjʊˈteɪʃn,repjʊˈteɪʃ(ə)n
request,S3,W2,rɪˈkwest,,
requirement,S2,W2,,rɪˈkwaɪərmənt,rɪˈkwaɪəm(ə)nt
research,S2,W1,,rɪˈsɜːrtʃ,rɪˈsɜːtʃ
reserve,S3,,,rɪˈzɜːrv,rɪˈzɜːv
resident,S3,W3,,ˈrezɪdənt,ˈrezɪd(ə)nt
resignation,,W3,,ˌrezɪɡˈneɪʃn,rezɪɡˈneɪʃ(ə)n
resistance,S3,W3,,rɪˈzɪstəns,rɪˈzɪst(ə)ns
resolution,,W3,,ˌrezəˈluːʃn,rezəˈluːʃ(ə)n
resort,,W3,,rɪˈzɔːrt,rɪˈzɔːt
resource,S2,W1,,ˈriːsɔːrs,rɪˈsɔːs
respect,S1,W1,rɪˈspekt,,
response,S1,W1,,rɪˈspɑːns,rɪˈspɒns
responsibility,S2,W1,,rɪˌspɑːnsəˈbɪlətɪ,rɪˌspɒnsɪˈbɪlɪtɪ
rest,S1,W1,rest,,
restaurant,S2,W2,,ˈrestrɑːnt,ˈrest(ə)rɒnt
restriction,,W3,,rɪˈstrɪkʃn,rɪˈstrɪkʃ(ə)n
result,S1,W1,rɪˈzʌlt,,
retirement,S3,W3,,rɪˈtaɪərmənt,rɪˈtaɪəm(ə)nt
return,S2,W2,,rɪˈtɜːrn,rɪˈtɜːn
revenue,,W2,,ˈrevənuː,ˈrevənjuː
review,S2,W2,rɪˈvjuː,,
revolution,S3,W2,,ˌrevəˈluːʃn,revəˈluːʃ(ə)n
reward,,W3,,rɪˈwɔːrd,rɪˈwɔːd
rhythm,,W3,,ˈrɪðəm,ˈrɪð(ə)m
rice,S3,,raɪs,,
ride,S3,,raɪd,,
right,S1,W1,raɪt,,
ring,S1,W2,rɪŋ,,
rise,S3,W2,raɪz,,
risk,S2,W1,rɪsk,,
rival,,W3,,ˈraɪvl,ˈraɪv(ə)l
river,S2,W2,,ˈrɪvər,ˈrɪvə
road,S1,W1,rəʊd,,
rock,S2,W2,,rɑːk,rɒk
role,S2,W1,rəʊl,,
roof,S2,W2,ruːf,,
room,S1,W1,ruːm,,
root,S2,W2,ruːt,,
rope,S3,W3,rəʊp,,
round,,W3,raʊnd,,
route,S3,W2,ruːt,,
routine,,W3,ruːˈtiːn,,
row,S2,W2,rəʊ,,
rubber,S3,,,ˈrʌbər,ˈrʌbə
rubbish,S2,,ˈrʌbɪʃ,,
rule,S1,W1,ruːl,,
sack,S3,,sæk,,
safety,S2,W2,ˈseɪftɪ,,
sake,S2,W3,seɪk,,
salad,S2,,ˈsæləd,,
salary,S2,W3,ˈsælərɪ,,
sale,S1,W1,seɪl,,
salt,S2,W3,sɔːlt,,
sample,S3,W2,,ˈsæmpl,ˈsɑːmp(ə)l
sand,S3,W3,sænd,,
sandwich,S2,,,ˈsænwɪtʃ,ˈsæn(d)wɪdʒ
satellite,,W3,,ˈsætəlaɪt,ˈsætəlæɪt
satisfaction,,W3,,ˌsætɪsˈfækʃn,sætɪsˈfækʃ(ə)n
sauce,S3,,sɔːs,,
sausage,S3,,,ˈsɔːsɪdʒ,ˈsɒsɪdʒ
saving,S3,W3,ˈseɪvɪŋ,,
scale,S2,W2,skeɪl,,
scene,S2,W2,siːn,,
schedule,S2,W3,,ˈskedʒuːl,ˈʃedjuːl
scheme,S2,W1,skiːm,,
school,S1,W1,skuːl,,
science,S1,W1,ˈsaɪəns,,
scientist,S3,W2,ˈsaɪəntɪst,,
scope,,W3,skəʊp,,
score,S2,W2,,skɔːr,skɔː
screen,S2,W2,skriːn,,
screw,S3,,skruː,,
script,S3,,skrɪpt,,
sea,S2,W1,siː,,
seal,S3,,siːl,,
search,S3,W2,,sɜːrtʃ,sɜːtʃ
season,S2,W1,,ˈsiːzn,ˈsiːz(ə)n
seat,S2,W1,siːt,,
second,S1,W2,,ˈsekənd,ˈsek(ə)nd
secret,S3,W3,,ˈsiːkrət,ˈsiːkrɪt
secretary,S2,W1,,ˈsekrəterɪ,ˈsekrɪt(ə)rɪ
section,S1,W1,,ˈsekʃn,ˈsekʃ(ə)n
sector,,W1,,ˈsektər,ˈsektə
security,,W1,,səˈkjʊrətɪ,sɪˈkjʊərɪtɪ
seed,S3,W3,siːd,,
selection,S3,W2,,sɪˈlekʃn,sɪˈlekʃ(ə)n
self,S2,W3,self,,
sense,S1,W1,sens,,
sentence,S1,W2,,ˈsentəns,ˈsent(ə)ns
sequence,,W2,,ˈsiːkwəns,ˈsiːkw(ə)ns
series,S2,W1,,ˈsɪriːz,ˈsɪəriːz
servant,,W2,,ˈsɜːrvənt,ˈsɜːv(ə)nt
service,S1,W1,,ˈsɜːrvɪs,ˈsɜːvɪs
session,S2,W2,,ˈseʃn,ˈseʃ(ə)n
set,S1,W1,set,,
setting,,W2,ˈsetɪŋ,,
settlement,,W2,,ˈsetlmənt,ˈset(ə)lm(ə)nt
sex,S1,W2,seks,,
shadow,S3,W2,ˈʃædəʊ,,
shame,S2,,ʃeɪm,,
shape,S2,W2,ʃeɪp,,
share,S1,W1,,ʃer,ʃeə
shed,S3,,ʃed,,
sheep,S2,W3,ʃiːp,,
sheet,S1,W2,ʃiːt,,
shelf,S3,W3,ʃelf,,
shell,S3,W3,ʃel,,
shelter,,W3,,ˈʃeltər,ˈʃeltə
ship,S2,W2,ʃɪp,,
shirt,S2,W3,,ʃɜːrt,ʃɜːt
shock,S2,W2,,ʃɑːk,ʃɒk
shoe,S1,W3,ʃuː,,
shop,S1,W1,,ʃɑːp,ʃɒp
shopping,S2,W3,,ˈʃɑːpɪŋ,ˈʃɒpɪŋ
shot,S2,W2,,ʃɑːt,ʃɒt
shoulder,S2,W2,,ˈʃəʊldər,ˈʃəʊldə
show,S1,W1,ʃəʊ,,
shower,S2,,,ˈʃaʊər,ˈʃaʊə
side,S1,W1,saɪd,,
sight,S2,W2,saɪt,,
sign,S3,W2,saɪn,,
signal,S2,W2,,ˈsɪɡnəl,ˈsɪɡn(ə)l
signature,S3,,,ˈsɪɡnətʃər,ˈsɪɡnətʃə
significance,,W2,,sɪɡˈnɪfɪkəns,sɪɡˈnɪfɪk(ə)ns
silence,,W2,ˈsaɪləns,,
silver,S3,,,ˈsɪlvər,ˈsɪlvə
sin,S2,,sɪn,,
singer,S3,,,ˈsɪŋər,ˈsɪŋə
sink,S3,,sɪŋk,,
sir,S1,W3,,sɜːr,sɜː
sister,S1,W1,,ˈsɪstər,ˈsɪstə
site,S1,W2,saɪt,,
situation,S1,W1,,ˌsɪtʃʊˈeɪʃn,sɪtjʊˈeɪʃ(ə)n
size,S1,W1,saɪz,,
skill,S2,W1,skɪl,,
skin,S2,W2,skɪn,,
skirt,S3,,,skɜːrt,skɜːt
sky,S2,W2,skaɪ,,
sleep,S2,W3,sliːp,,
slice,S3,,slaɪs,,
slide,S3,,slaɪd,,
slip,S3,,slɪp,,
slope,,W3,sləʊp,,
smell,S2,W3,smel,,
smile,S2,W2,smaɪl,,
smoke,S3,W3,sməʊk,,
smoking,S2,,ˈsməʊkɪŋ,,
snow,S2,W3,snəʊ,,
soap,S3,,səʊp,,
society,S1,W1,,səˈsaɪətɪ,səˈsaɪɪtɪ
sock,S3,,,sɑːk,ˈsɒk
software,S3,W2,,ˈsɔːftwer,ˈsɒf(t)weə
soil,,W2,sɔɪl,,
soldier,S3,W2,,ˈsəʊldʒər,ˈsəʊldʒə
solicitor,S3,W2,,səˈlɪsɪtər,səˈlɪsɪtə
solution,S2,W1,,səˈluːʃn,səˈluːʃ(ə)n
son,S1,W1,sʌn,,
song,S1,W2,,sɔːŋ,sɒŋ
sort,S1,W1,,sɔːrt,sɔːt
soul,S3,W3,səʊl,,
sound,S1,W1,saʊnd,,
soup,S3,,suːp,,
source,S2,W1,,sɔːrs,sɔːs
south,S1,W2,saʊθ,,
space,S1,W1,speɪs,,
speaker,S2,W2,,ˈspiːkər,ˈspiːkə
specialist,S3,W3,,ˈspeʃəlɪst,ˈspeʃ(ə)lɪst
species,,W2,ˈspiːʃiːz,,
speech,S2,W2,spiːtʃ,,
speed,S2,W1,spiːd,,
spelling,S2,,ˈspelɪŋ,,
spirit,S2,W2,ˈspɪrɪt,,
spite,,W3,spaɪt,,
spokesman,,W2,ˈspəʊksmən,,
spoon,S3,,spuːn,,
sport,S2,W2,,spɔːrt,spɔːt
spot,S2,W2,,spɑːt,spɒt
spring,S2,W2,,ˈsprɪŋ,sprɪŋ
squad,,W3,,skwɑːd,skwɒd
square,S2,W3,,skwer,skweə
staff,S2,W2,,stæf,stɑːf
stage,S1,W1,steɪdʒ,,
stair,S2,W3,,ster,steə
stake,,W3,steɪk,,
stall,S3,,stɔːl,,
stamp,S2,,stæmp,,
standard,S2,W2,,ˈstændərd,ˈstændəd
star,S2,W2,,stɑːr,stɑː
start,S1,W2,,stɑːrt,stɑːt
state,S1,W2,steɪt,,
statement,S2,W1,,ˈsteɪtmənt,ˈsteɪtm(ə)nt
station,S1,W1,,ˈsteɪʃn,ˈsteɪʃ(ə)n
statistic,S2,W3,stəˈtɪstɪk,,
status,,W2,ˈsteɪtəs,,
stay,S3,,steɪ,,
steak,S3,,steɪk,,
steam,,W3,stiːm,,
steel,S3,W3,stiːl,,
step,S2,W1,step,,
stick,S3,,stɪk,,
stock,S2,W2,,stɑːk,stɒk
stomach,S3,W3,ˈstʌmək,,
stone,S2,W1,stəʊn,,
stop,S2,W3,,stɑːp,stɒp
storage,,W3,ˈstɔːrɪdʒ,,
store,S1,W1,,stɔːr,stɔː
storm,,W3,,stɔːrm,stɔːm
story,S1,W1,ˈstɔːrɪ,,
